destination,year,month,month_name,predicted_tourist_arrivals,predicted_foreign_visitors,predicted_local_visitors,confidence_lower,confidence_upper,estimated_revenue_lkr,estimated_foreign_revenue_lkr,estimated_local_revenue_lkr,national_arrivals,national_lower,national_upper,model_used,mape_pct,forecast_horizon_years,calibration_basis,data_source
Mirissa,2026,10,October,11641,9056,2585,10476,12805,20086171,19832882,253289,201056,155107,247005,SARIMA,6.78,1,official_ticket_count,forecast
Jaffna,2026,10,October,19548,1226,18322,17593,21502,2331507,1423494,908012,201056,155107,247005,SARIMA,6.78,1,official_ticket_count,forecast
Trincomalee,2026,10,October,9922,2463,7459,8929,10914,14424221,13408946,1015274,201056,155107,247005,SARIMA,6.78,1,official_ticket_count,forecast
Kandy,2026,10,October,66096,22329,43767,59486,72705,135939600,122809500,13130100,201056,155107,247005,SARIMA,6.78,1,sltda_district_telecom,forecast
Dambulla,2026,10,October,41936,14167,27769,37742,46129,86249200,77918500,8330700,201056,155107,247005,SARIMA,6.78,1,sltda_district_telecom,forecast
Galle Fort,2026,10,October,89692,30300,59392,80722,98661,184467600,166650000,17817600,201056,155107,247005,SARIMA,6.78,1,sltda_district_telecom,forecast
Nuwara Eliya,2026,10,October,32472,10970,21502,29224,35719,66785600,60335000,6450600,201056,155107,247005,SARIMA,6.78,1,sltda_district_telecom,forecast
Unawatuna,2026,10,October,51252,17314,33938,46126,56377,105408400,95227000,10181400,201056,155107,247005,SARIMA,6.78,1,sltda_district_telecom,forecast
Adams Peak,2026,10,October,10823,3656,7167,9740,11905,22258100,20108000,2150100,201056,155107,247005,SARIMA,6.78,1,sltda_district_telecom,forecast
Bentota,2026,10,October,38438,12985,25453,34594,42281,79053400,71417500,7635900,201056,155107,247005,SARIMA,6.78,1,sltda_district_telecom,forecast
Arugam Bay,2026,10,October,24211,8179,16032,21789,26632,49794100,44984500,4809600,201056,155107,247005,SARIMA,6.78,1,sltda_district_telecom,forecast
Colombo,2026,10,October,40222,13588,26634,36199,44244,82724200,74734000,7990200,201056,155107,247005,SARIMA,6.78,1,sltda_district_telecom,forecast
Negombo,2026,10,October,50377,17018,33359,45339,55414,103606700,93599000,10007700,201056,155107,247005,SARIMA,6.78,1,sltda_district_telecom,forecast
Ella,2026,10,October,27466,9279,18187,24719,30212,56490600,51034500,5456100,201056,155107,247005,SARIMA,6.78,1,sltda_district_telecom,forecast
Pinnawala,2026,10,October,24295,8207,16088,21865,26724,49964900,45138500,4826400,201056,155107,247005,SARIMA,6.78,1,sltda_district_telecom,forecast
Sigiriya,2026,11,November,105989,60704,45285,95390,116587,388091089,383703511,4387577,248211,200097,296325,SARIMA,6.78,1,official_ticket_count,forecast
Yala,2026,11,November,111505,65062,46443,100354,122655,434711767,428198563,6513204,248211,200097,296325,SARIMA,6.78,1,official_ticket_count,forecast
Horton Plains,2026,11,November,35507,5393,30114,31956,39057,43581393,39229274,4352118,248211,200097,296325,SARIMA,6.78,1,official_ticket_count,forecast
Polonnaruwa,2026,11,November,22872,11998,10874,20584,25159,92938615,91328691,1609923,248211,200097,296325,SARIMA,6.78,1,official_ticket_count,forecast
Anuradhapura,2026,11,November,30757,17837,12920,27681,33832,91507023,89100540,2406483,248211,200097,296325,SARIMA,6.78,1,official_ticket_count,forecast
Mirissa,2026,11,November,14163,11181,2982,12746,15579,24778878,24486689,292188,248211,200097,296325,SARIMA,6.78,1,official_ticket_count,forecast
Jaffna,2026,11,November,22652,1513,21139,20386,24917,2804346,1756726,1047619,248211,200097,296325,SARIMA,6.78,1,official_ticket_count,forecast
Trincomalee,2026,11,November,11648,3041,8607,10483,12812,17727199,16555666,1171533,248211,200097,296325,SARIMA,6.78,1,official_ticket_count,forecast
Kandy,2026,11,November,78065,27566,50499,70258,85871,166762700,151613000,15149700,248211,200097,296325,SARIMA,6.78,1,sltda_district_telecom,forecast
Dambulla,2026,11,November,49530,17490,32040,44577,54483,105807000,96195000,9612000,248211,200097,296325,SARIMA,6.78,1,sltda_district_telecom,forecast
Galle Fort,2026,11,November,105932,37406,68526,95338,116525,226290800,205733000,20557800,248211,200097,296325,SARIMA,6.78,1,sltda_district_telecom,forecast
Nuwara Eliya,2026,11,November,38352,13543,24809,34516,42187,81929200,74486500,7442700,248211,200097,296325,SARIMA,6.78,1,sltda_district_telecom,forecast
Unawatuna,2026,11,November,60532,21375,39157,54478,66585,129309600,117562500,11747100,248211,200097,296325,SARIMA,6.78,1,sltda_district_telecom,forecast
Adams Peak,2026,11,November,12783,4514,8269,11504,14061,27307700,24827000,2480700,248211,200097,296325,SARIMA,6.78,1,sltda_district_telecom,forecast
Bentota,2026,11,November,45399,16031,29368,40859,49938,96980900,88170500,8810400,248211,200097,296325,SARIMA,6.78,1,sltda_district_telecom,forecast
Arugam Bay,2026,11,November,28595,10097,18498,25735,31454,61082900,55533500,5549400,248211,200097,296325,SARIMA,6.78,1,sltda_district_telecom,forecast
Colombo,2026,11,November,47506,16775,30731,42755,52256,101481800,92262500,9219300,248211,200097,296325,SARIMA,6.78,1,sltda_district_telecom,forecast
Negombo,2026,11,November,59499,21010,38489,53549,65448,127101700,115555000,11546700,248211,200097,296325,SARIMA,6.78,1,sltda_district_telecom,forecast
Ella,2026,11,November,32440,11455,20985,29196,35684,69298000,63002500,6295500,248211,200097,296325,SARIMA,6.78,1,sltda_district_telecom,forecast
Pinnawala,2026,11,November,28694,10132,18562,25824,31563,61294600,55726000,5568600,248211,200097,296325,SARIMA,6.78,1,sltda_district_telecom,forecast
Sigiriya,2026,12,December,136885,76594,60291,123196,150573,489983988,484142507,5841480,313186,263000,363372,SARIMA,6.78,1,official_ticket_count,forecast
Yala,2026,12,December,143925,82093,61832,129532,158317,548957630,540286259,8671370,313186,263000,363372,SARIMA,6.78,1,official_ticket_count,forecast
Horton Plains,2026,12,December,46898,6805,40093,42208,51587,55294616,49500317,5794298,313186,263000,363372,SARIMA,6.78,1,official_ticket_count,forecast
Polonnaruwa,2026,12,December,29616,15139,14477,26654,32577,117381318,115237961,2143357,313186,263000,363372,SARIMA,6.78,1,official_ticket_count,forecast
Anuradhapura,2026,12,December,39708,22507,17201,35737,43678,115632291,112428427,3203863,313186,263000,363372,SARIMA,6.78,1,official_ticket_count,forecast
Mirissa,2026,12,December,18078,14107,3971,16270,19885,31283803,30894707,389095,313186,263000,363372,SARIMA,6.78,1,official_ticket_count,forecast
Jaffna,2026,12,December,30054,1910,28144,27048,33059,3612456,2217679,1394777,313186,263000,363372,SARIMA,6.78,1,official_ticket_count,forecast
Trincomalee,2026,12,December,15296,3837,11459,13766,16825,22448942,20889211,1559730,313186,263000,363372,SARIMA,6.78,1,official_ticket_count,forecast
Kandy,2026,12,December,102013,34782,67231,91811,112214,211470300,191301000,20169300,313186,263000,363372,SARIMA,6.78,1,sltda_district_telecom,forecast
Dambulla,2026,12,December,64725,22068,42657,58252,71197,134171100,121374000,12797100,313186,263000,363372,SARIMA,6.78,1,sltda_district_telecom,forecast
Galle Fort,2026,12,December,138430,47198,91232,124587,152273,286958600,259589000,27369600,313186,263000,363372,SARIMA,6.78,1,sltda_district_telecom,forecast
Nuwara Eliya,2026,12,December,50118,17088,33030,45106,55129,103893000,93984000,9909000,313186,263000,363372,SARIMA,6.78,1,sltda_district_telecom,forecast
Unawatuna,2026,12,December,79102,26970,52132,71191,87012,163974600,148335000,15639600,313186,263000,363372,SARIMA,6.78,1,sltda_district_telecom,forecast
Adams Peak,2026,12,December,16706,5696,11010,15035,18376,34631000,31328000,3303000,313186,263000,363372,SARIMA,6.78,1,sltda_district_telecom,forecast
Bentota,2026,12,December,59327,20228,39099,53394,65259,122983700,111254000,11729700,313186,263000,363372,SARIMA,6.78,1,sltda_district_telecom,forecast
Arugam Bay,2026,12,December,37367,12740,24627,33630,41103,77458100,70070000,7388100,313186,263000,363372,SARIMA,6.78,1,sltda_district_telecom,forecast
Colombo,2026,12,December,62080,21166,40914,55872,68288,128687200,116413000,12274200,313186,263000,363372,SARIMA,6.78,1,sltda_district_telecom,forecast
Negombo,2026,12,December,77753,26510,51243,69977,85528,161177900,145805000,15372900,313186,263000,363372,SARIMA,6.78,1,sltda_district_telecom,forecast
Ella,2026,12,December,42392,14454,27938,38152,46631,87878400,79497000,8381400,313186,263000,363372,SARIMA,6.78,1,sltda_district_telecom,forecast
Pinnawala,2026,12,December,37498,12785,24713,33748,41247,77731400,70317500,7413900,313186,263000,363372,SARIMA,6.78,1,sltda_district_telecom,forecast
Sigiriya,2027,1,January,127966,76832,51134,108771,147160,490601156,485646880,4954275,314158,257450,370867,SARIMA,6.78,2,official_ticket_count,forecast
Yala,2027,1,January,134789,82348,52441,114570,155007,549318883,541964515,7354368,314158,257450,370867,SARIMA,6.78,2,official_ticket_count,forecast
Horton Plains,2027,1,January,40830,6826,34004,34705,46954,54567381,49653074,4914307,314158,257450,370867,SARIMA,6.78,2,official_ticket_count,forecast
Polonnaruwa,2027,1,January,27465,15186,12279,23345,31584,117413662,115595725,1817937,314158,257450,370867,SARIMA,6.78,2,official_ticket_count,forecast
Anuradhapura,2027,1,January,37165,22576,14589,31590,42739,115490452,112773101,2717351,314158,257450,370867,SARIMA,6.78,2,official_ticket_count,forecast
Mirissa,2027,1,January,17519,14151,3368,14891,20146,31321079,30991068,330010,314158,257450,370867,SARIMA,6.78,2,official_ticket_count,forecast
Jaffna,2027,1,January,25786,1916,23870,21918,29653,3407609,2224645,1182963,314158,257450,370867,SARIMA,6.78,2,official_ticket_count,forecast
Trincomalee,2027,1,January,13567,3849,9718,11531,15602,22277297,20954541,1322756,314158,257450,370867,SARIMA,6.78,2,official_ticket_count,forecast
Kandy,2027,1,January,91911,34890,57021,78124,105697,209001300,191895000,17106300,314158,257450,370867,SARIMA,6.78,2,sltda_district_telecom,forecast
Dambulla,2027,1,January,58316,22137,36179,49568,67063,132607200,121753500,10853700,314158,257450,370867,SARIMA,6.78,2,sltda_district_telecom,forecast
Galle Fort,2027,1,January,124722,47345,77377,106013,143430,283610600,260397500,23213100,314158,257450,370867,SARIMA,6.78,2,sltda_district_telecom,forecast
Nuwara Eliya,2027,1,January,45155,17141,28014,38381,51928,102679700,94275500,8404200,314158,257450,370867,SARIMA,6.78,2,sltda_district_telecom,forecast
Unawatuna,2027,1,January,71269,27054,44215,60578,81959,162061500,148797000,13264500,314158,257450,370867,SARIMA,6.78,2,sltda_district_telecom,forecast
Adams Peak,2027,1,January,15051,5713,9338,12793,17308,34222900,31421500,2801400,314158,257450,370867,SARIMA,6.78,2,sltda_district_telecom,forecast
Bentota,2027,1,January,53451,20290,33161,45433,61468,121543300,111595000,9948300,314158,257450,370867,SARIMA,6.78,2,sltda_district_telecom,forecast
Arugam Bay,2027,1,January,33667,12780,20887,28616,38717,76556100,70290000,6266100,314158,257450,370867,SARIMA,6.78,2,sltda_district_telecom,forecast
Colombo,2027,1,January,55932,21232,34700,47542,64321,127186000,116776000,10410000,314158,257450,370867,SARIMA,6.78,2,sltda_district_telecom,forecast
Negombo,2027,1,January,70052,26592,43460,59544,80559,159294000,146256000,13038000,314158,257450,370867,SARIMA,6.78,2,sltda_district_telecom,forecast
Ella,2027,1,January,38193,14498,23695,32464,43921,86847500,79739000,7108500,314158,257450,370867,SARIMA,6.78,2,sltda_district_telecom,forecast
Pinnawala,2027,1,January,33783,12824,20959,28715,38850,76819700,70532000,6287700,314158,257450,370867,SARIMA,6.78,2,sltda_district_telecom,forecast
Sigiriya,2027,2,February,125670,75252,50418,106819,144520,480544773,475659868,4884904,307696,246152,369240,SARIMA,6.78,2,official_ticket_count,forecast
Yala,2027,2,February,132360,80654,51706,112506,152214,538066927,530815636,7251291,307696,246152,369240,SARIMA,6.78,2,official_ticket_count,forecast
Horton Plains,2027,2,February,40213,6685,33528,34181,46244,53472939,48627424,4845515,307696,246152,369240,SARIMA,6.78,2,official_ticket_count,forecast
Polonnaruwa,2027,2,February,26981,14874,12107,22933,31028,115013256,113220783,1792472,307696,246152,369240,SARIMA,6.78,2,official_ticket_count,forecast
Anuradhapura,2027,2,February,36496,22112,14384,31021,41970,113134466,110455298,2679168,307696,246152,369240,SARIMA,6.78,2,official_ticket_count,forecast
Mirissa,2027,2,February,17180,13860,3320,14603,19757,30679078,30353771,325307,307696,246152,369240,SARIMA,6.78,2,official_ticket_count,forecast
Jaffna,2027,2,February,25411,1876,23535,21599,29222,3344563,2178202,1166361,307696,246152,369240,SARIMA,6.78,2,official_ticket_count,forecast
Trincomalee,2027,2,February,13352,3770,9582,11349,15354,21828697,20524453,1304244,307696,246152,369240,SARIMA,6.78,2,official_ticket_count,forecast
Kandy,2027,2,February,90394,34172,56222,76834,103953,204812600,187946000,16866600,307696,246152,369240,SARIMA,6.78,2,sltda_district_telecom,forecast
Dambulla,2027,2,February,57353,21681,35672,48750,65955,129947100,119245500,10701600,307696,246152,369240,SARIMA,6.78,2,sltda_district_telecom,forecast
Galle Fort,2027,2,February,122663,46371,76292,104263,141062,277928100,255040500,22887600,307696,246152,369240,SARIMA,6.78,2,sltda_district_telecom,forecast
Nuwara Eliya,2027,2,February,44409,16788,27621,37747,51070,100620300,92334000,8286300,307696,246152,369240,SARIMA,6.78,2,sltda_district_telecom,forecast
Unawatuna,2027,2,February,70093,26498,43595,59579,80606,158817500,145739000,13078500,307696,246152,369240,SARIMA,6.78,2,sltda_district_telecom,forecast
Adams Peak,2027,2,February,14803,5596,9207,12582,17023,33540100,30778000,2762100,307696,246152,369240,SARIMA,6.78,2,sltda_district_telecom,forecast
Bentota,2027,2,February,52569,19873,32696,44683,60454,119110300,109301500,9808800,307696,246152,369240,SARIMA,6.78,2,sltda_district_telecom,forecast
Arugam Bay,2027,2,February,33111,12517,20594,28144,38077,75021700,68843500,6178200,307696,246152,369240,SARIMA,6.78,2,sltda_district_telecom,forecast
Colombo,2027,2,February,55009,20795,34214,46757,63260,124636700,114372500,10264200,307696,246152,369240,SARIMA,6.78,2,sltda_district_telecom,forecast
Negombo,2027,2,February,68896,26045,42851,58561,79230,156102800,143247500,12855300,307696,246152,369240,SARIMA,6.78,2,sltda_district_telecom,forecast
Ella,2027,2,February,37563,14200,23363,31928,43197,85108900,78100000,7008900,307696,246152,369240,SARIMA,6.78,2,sltda_district_telecom,forecast
Pinnawala,2027,2,February,33227,12561,20666,28242,38211,75285300,69085500,6199800,307696,246152,369240,SARIMA,6.78,2,sltda_district_telecom,forecast
Sigiriya,2027,3,March,122676,73166,49510,104274,141077,467271415,462474485,4796929,299167,232987,365347,SARIMA,6.78,2,official_ticket_count,forecast
Yala,2027,3,March,129193,78418,50775,109814,148571,523220369,516099642,7120727,299167,232987,365347,SARIMA,6.78,2,official_ticket_count,forecast
Horton Plains,2027,3,March,39424,6500,32924,33510,45337,52039938,47281714,4758224,299167,232987,365347,SARIMA,6.78,2,official_ticket_count,forecast
Polonnaruwa,2027,3,March,26351,14462,11889,22398,30303,111844839,110084642,1760197,299167,232987,365347,SARIMA,6.78,2,official_ticket_count,forecast
Anuradhapura,2027,3,March,35624,21499,14125,30280,40967,110024127,107393200,2630927,299167,232987,365347,SARIMA,6.78,2,official_ticket_count,forecast
Mirissa,2027,3,March,16737,13476,3261,14226,19247,29832327,29512800,319526,299167,232987,365347,SARIMA,6.78,2,official_ticket_count,forecast
Jaffna,2027,3,March,24935,1824,23111,21194,28675,3263174,2117825,1145348,299167,232987,365347,SARIMA,6.78,2,official_ticket_count,forecast
Trincomalee,2027,3,March,13075,3665,9410,11113,15036,21233650,19952817,1280833,299167,232987,365347,SARIMA,6.78,2,official_ticket_count,forecast
Kandy,2027,3,March,88434,33225,55209,75168,101699,199300200,182737500,16562700,299167,232987,365347,SARIMA,6.78,2,sltda_district_telecom,forecast
Dambulla,2027,3,March,56109,21080,35029,47692,64525,126448700,115940000,10508700,299167,232987,365347,SARIMA,6.78,2,sltda_district_telecom,forecast
Galle Fort,2027,3,March,120004,45086,74918,102003,138004,270448400,247973000,22475400,299167,232987,365347,SARIMA,6.78,2,sltda_district_telecom,forecast
Nuwara Eliya,2027,3,March,43447,16323,27124,36929,49964,97913700,89776500,8137200,299167,232987,365347,SARIMA,6.78,2,sltda_district_telecom,forecast
Unawatuna,2027,3,March,68573,25763,42810,58287,78858,154539500,141696500,12843000,299167,232987,365347,SARIMA,6.78,2,sltda_district_telecom,forecast
Adams Peak,2027,3,March,14482,5441,9041,12309,16654,32637800,29925500,2712300,299167,232987,365347,SARIMA,6.78,2,sltda_district_telecom,forecast
Bentota,2027,3,March,51429,19322,32107,43714,59143,115903100,106271000,9632100,299167,232987,365347,SARIMA,6.78,2,sltda_district_telecom,forecast
Arugam Bay,2027,3,March,32393,12170,20223,27534,37251,73001900,66935000,6066900,299167,232987,365347,SARIMA,6.78,2,sltda_district_telecom,forecast
Colombo,2027,3,March,53816,20219,33597,45743,61888,121283600,111204500,10079100,299167,232987,365347,SARIMA,6.78,2,sltda_district_telecom,forecast
Negombo,2027,3,March,67402,25323,42079,57291,77512,151900200,139276500,12623700,299167,232987,365347,SARIMA,6.78,2,sltda_district_telecom,forecast
Ella,2027,3,March,36749,13807,22942,31236,42261,82821100,75938500,6882600,299167,232987,365347,SARIMA,6.78,2,sltda_district_telecom,forecast
Pinnawala,2027,3,March,32505,12212,20293,27629,37380,73253900,67166000,6087900,299167,232987,365347,SARIMA,6.78,2,sltda_district_telecom,forecast
Sigiriya,2027,4,April,98723,60101,38622,83914,113531,383634025,379892013,3742012,245745,175234,316257,SARIMA,6.78,2,official_ticket_count,forecast
Yala,2027,4,April,104025,64415,39610,88421,119628,429495340,423940402,5554938,245745,175234,316257,SARIMA,6.78,2,official_ticket_count,forecast
Horton Plains,2027,4,April,31023,5339,25684,26369,35676,42548361,38836472,3711888,245745,175234,316257,SARIMA,6.78,2,official_ticket_count,forecast
Polonnaruwa,2027,4,April,21153,11879,9274,17980,24325,91795904,90422864,1373039,245745,175234,316257,SARIMA,6.78,2,official_ticket_count,forecast
Anuradhapura,2027,4,April,28679,17660,11019,24377,32980,90268781,88216378,2052402,245745,175234,316257,SARIMA,6.78,2,official_ticket_count,forecast
Mirissa,2027,4,April,13613,11069,2544,11571,15654,24490678,24241406,249271,245745,175234,316257,SARIMA,6.78,2,official_ticket_count,forecast
Jaffna,2027,4,April,19527,1498,18029,16597,22456,2632802,1739310,893491,245745,175234,316257,SARIMA,6.78,2,official_ticket_count,forecast
Trincomalee,2027,4,April,10351,3011,7340,8798,11903,17391418,16392341,999076,245745,175234,316257,SARIMA,6.78,2,official_ticket_count,forecast
Kandy,2027,4,April,70361,27292,43069,59806,80915,163026700,150106000,12920700,245745,175234,316257,SARIMA,6.78,2,sltda_district_telecom,forecast
Dambulla,2027,4,April,44642,17316,27326,37945,51338,103435800,95238000,8197800,245745,175234,316257,SARIMA,6.78,2,sltda_district_telecom,forecast
Galle Fort,2027,4,April,95479,37035,58444,81157,109800,221225700,203692500,17533200,245745,175234,316257,SARIMA,6.78,2,sltda_district_telecom,forecast
Nuwara Eliya,2027,4,April,34567,13408,21159,29381,39752,80091700,73744000,6347700,245745,175234,316257,SARIMA,6.78,2,sltda_district_telecom,forecast
Unawatuna,2027,4,April,54559,21163,33396,46375,62742,126415300,116396500,10018800,245745,175234,316257,SARIMA,6.78,2,sltda_district_telecom,forecast
Adams Peak,2027,4,April,11522,4469,7053,9793,13250,26695400,24579500,2115900,245745,175234,316257,SARIMA,6.78,2,sltda_district_telecom,forecast
Bentota,2027,4,April,40919,15872,25047,34781,47056,94810100,87296000,7514100,245745,175234,316257,SARIMA,6.78,2,sltda_district_telecom,forecast
Arugam Bay,2027,4,April,25773,9997,15776,21907,29638,59716300,54983500,4732800,245745,175234,316257,SARIMA,6.78,2,sltda_district_telecom,forecast
Colombo,2027,4,April,42817,16608,26209,36394,49239,99206700,91344000,7862700,245745,175234,316257,SARIMA,6.78,2,sltda_district_telecom,forecast
Negombo,2027,4,April,53627,20801,32826,45582,61671,124253300,114405500,9847800,245745,175234,316257,SARIMA,6.78,2,sltda_district_telecom,forecast
Ella,2027,4,April,29238,11341,17897,24852,33623,67744600,62375500,5369100,245745,175234,316257,SARIMA,6.78,2,sltda_district_telecom,forecast
Pinnawala,2027,4,April,25863,10032,15831,21983,29742,59925300,55176000,4749300,245745,175234,316257,SARIMA,6.78,2,sltda_district_telecom,forecast
Sigiriya,2027,5,May,82367,50468,31899,70011,94722,322093480,319002847,3090633,206357,131765,280948,SARIMA,6.78,2,official_ticket_count,forecast
Yala,2027,5,May,86805,54091,32714,73784,99825,360581943,355994105,4587838,206357,131765,280948,SARIMA,6.78,2,official_ticket_count,forecast
Horton Plains,2027,5,May,25695,4483,21212,21840,29549,35675423,32609834,3065588,206357,131765,280948,SARIMA,6.78,2,official_ticket_count,forecast
Polonnaruwa,2027,5,May,17635,9975,7660,14989,20280,77063712,75929629,1134082,206357,131765,280948,SARIMA,6.78,2,official_ticket_count,forecast
Anuradhapura,2027,5,May,23930,14829,9101,20340,27519,75769938,74074783,1695155,206357,131765,280948,SARIMA,6.78,2,official_ticket_count,forecast
Mirissa,2027,5,May,11396,9295,2101,9686,13105,20562163,20356298,205864,206357,131765,280948,SARIMA,6.78,2,official_ticket_count,forecast
Jaffna,2027,5,May,16148,1258,14890,13725,18570,2198576,1460649,737927,206357,131765,280948,SARIMA,6.78,2,official_ticket_count,forecast
Trincomalee,2027,5,May,8590,2528,6062,7301,9878,14587939,13762816,825123,206357,131765,280948,SARIMA,6.78,2,official_ticket_count,forecast
Kandy,2027,5,May,58488,22917,35571,49714,67261,136714800,126043500,10671300,206357,131765,280948,SARIMA,6.78,2,sltda_district_telecom,forecast
Dambulla,2027,5,May,37110,14541,22569,31543,42676,86746200,79975500,6770700,206357,131765,280948,SARIMA,6.78,2,sltda_district_telecom,forecast
Galle Fort,2027,5,May,79368,31099,48269,67462,91273,185525200,171044500,14480700,206357,131765,280948,SARIMA,6.78,2,sltda_district_telecom,forecast
Nuwara Eliya,2027,5,May,28735,11259,17476,24424,33045,67167300,61924500,5242800,206357,131765,280948,SARIMA,6.78,2,sltda_district_telecom,forecast
Unawatuna,2027,5,May,45352,17770,27582,38549,52154,106009600,97735000,8274600,206357,131765,280948,SARIMA,6.78,2,sltda_district_telecom,forecast
Adams Peak,2027,5,May,9578,3753,5825,8141,11014,22389000,20641500,1747500,206357,131765,280948,SARIMA,6.78,2,sltda_district_telecom,forecast
Bentota,2027,5,May,34015,13328,20687,28912,39117,79510100,73304000,6206100,206357,131765,280948,SARIMA,6.78,2,sltda_district_telecom,forecast
Arugam Bay,2027,5,May,21424,8394,13030,18210,24637,50076000,46167000,3909000,206357,131765,280948,SARIMA,6.78,2,sltda_district_telecom,forecast
Colombo,2027,5,May,35593,13946,21647,30254,40931,83197100,76703000,6494100,206357,131765,280948,SARIMA,6.78,2,sltda_district_telecom,forecast
Negombo,2027,5,May,44579,17467,27112,37892,51265,104202100,96068500,8133600,206357,131765,280948,SARIMA,6.78,2,sltda_district_telecom,forecast
Ella,2027,5,May,24304,9523,14781,20658,27949,56810800,52376500,4434300,206357,131765,280948,SARIMA,6.78,2,sltda_district_telecom,forecast
Pinnawala,2027,5,May,21499,8424,13075,18274,24723,50254500,46332000,3922500,206357,131765,280948,SARIMA,6.78,2,sltda_district_telecom,forecast
Sigiriya,2027,6,June,86222,51749,34473,73288,99155,330439935,327099911,3340023,211598,133138,290057,SARIMA,6.78,2,official_ticket_count,forecast
Yala,2027,6,June,90818,55464,35354,77195,104440,369988431,365030357,4958073,211598,133138,290057,SARIMA,6.78,2,official_ticket_count,forecast
Horton Plains,2027,6,June,27521,4597,22924,23392,31649,36752092,33439083,3313009,211598,133138,290057,SARIMA,6.78,2,official_ticket_count,forecast
Polonnaruwa,2027,6,June,18506,10228,8278,15730,21281,79081043,77855464,1225579,211598,133138,290057,SARIMA,6.78,2,official_ticket_count,forecast
Anuradhapura,2027,6,June,25041,15206,9835,21284,28797,77789868,75957998,1831870,211598,133138,290057,SARIMA,6.78,2,official_ticket_count,forecast
Mirissa,2027,6,June,11801,9531,2270,10030,13571,21095569,20873145,222424,211598,133138,290057,SARIMA,6.78,2,official_ticket_count,forecast
Jaffna,2027,6,June,17382,1290,16092,14774,19989,2295301,1497804,797496,211598,133138,290057,SARIMA,6.78,2,official_ticket_count,forecast
Trincomalee,2027,6,June,9144,2592,6552,7772,10515,15003061,14111242,891819,211598,133138,290057,SARIMA,6.78,2,official_ticket_count,forecast
Kandy,2027,6,June,61940,23499,38441,52649,71231,140776800,129244500,11532300,211598,133138,290057,SARIMA,6.78,2,sltda_district_telecom,forecast
Dambulla,2027,6,June,39300,14910,24390,33405,45195,89322000,82005000,7317000,211598,133138,290057,SARIMA,6.78,2,sltda_district_telecom,forecast
Galle Fort,2027,6,June,84054,31889,52165,71445,96662,191039000,175389500,15649500,211598,133138,290057,SARIMA,6.78,2,sltda_district_telecom,forecast
Nuwara Eliya,2027,6,June,30431,11545,18886,25866,34995,69163300,63497500,5665800,211598,133138,290057,SARIMA,6.78,2,sltda_district_telecom,forecast
Unawatuna,2027,6,June,48030,18222,29808,40825,55234,109163400,100221000,8942400,211598,133138,290057,SARIMA,6.78,2,sltda_district_telecom,forecast
Adams Peak,2027,6,June,10143,3848,6295,8621,11664,23052500,21164000,1888500,211598,133138,290057,SARIMA,6.78,2,sltda_district_telecom,forecast
Bentota,2027,6,June,36022,13666,22356,30618,41425,81869800,75163000,6706800,211598,133138,290057,SARIMA,6.78,2,sltda_district_telecom,forecast
Arugam Bay,2027,6,June,22689,8608,14081,19285,26092,51568300,47344000,4224300,211598,133138,290057,SARIMA,6.78,2,sltda_district_telecom,forecast
Colombo,2027,6,June,37693,14300,23393,32039,43346,85667900,78650000,7017900,211598,133138,290057,SARIMA,6.78,2,sltda_district_telecom,forecast
Negombo,2027,6,June,47210,17911,29299,40128,54291,107300200,98510500,8789700,211598,133138,290057,SARIMA,6.78,2,sltda_district_telecom,forecast
Ella,2027,6,June,25739,9765,15974,21878,29599,58499700,53707500,4792200,211598,133138,290057,SARIMA,6.78,2,sltda_district_telecom,forecast
Pinnawala,2027,6,June,22768,8638,14130,19352,26183,51748000,47509000,4239000,211598,133138,290057,SARIMA,6.78,2,sltda_district_telecom,forecast
Sigiriya,2027,7,July,118728,67187,51541,100918,136537,429675573,424681863,4993709,274719,192573,356865,SARIMA,6.78,2,official_ticket_count,forecast
Yala,2027,7,July,124869,72010,52859,106138,143599,481339067,473926078,7412989,274719,192573,356865,SARIMA,6.78,2,official_ticket_count,forecast
Horton Plains,2027,7,July,40244,5969,34275,34207,46280,48372634,43419161,4953472,274719,192573,356865,SARIMA,6.78,2,official_ticket_count,forecast
Polonnaruwa,2027,7,July,25656,13280,12376,21807,29504,102919565,101087266,1832298,274719,192573,356865,SARIMA,6.78,2,official_ticket_count,forecast
Anuradhapura,2027,7,July,34447,19742,14705,29279,39614,101355478,98616520,2738958,274719,192573,356865,SARIMA,6.78,2,official_ticket_count,forecast
Mirissa,2027,7,July,15769,12375,3394,13403,18134,27434139,27101581,332558,274719,192573,356865,SARIMA,6.78,2,official_ticket_count,forecast
Jaffna,2027,7,July,25735,1675,24060,21874,29595,3137203,1944823,1192379,274719,192573,356865,SARIMA,6.78,2,official_ticket_count,forecast
Trincomalee,2027,7,July,13162,3366,9796,11187,15136,19658388,18325015,1333373,274719,192573,356865,SARIMA,6.78,2,official_ticket_count,forecast
Kandy,2027,7,July,87985,30510,57475,74787,101182,185047500,167805000,17242500,274719,192573,356865,SARIMA,6.78,2,sltda_district_telecom,forecast
Dambulla,2027,7,July,55825,19358,36467,47451,64198,117409100,106469000,10940100,274719,192573,356865,SARIMA,6.78,2,sltda_district_telecom,forecast
